"PlanetIdentifier","TypeFlag","PlanetaryMassJpt","RadiusJpt","PeriodDays","SemiMajorAxisAU","Eccentricity","PeriastronDeg","LongitudeDeg","AscendingNodeDeg","InclinationDeg","SurfaceTempK","AgeGyr","DiscoveryMethod","DiscoveryYear","LastUpdated","RightAscension","Declination","DistFromSunParsec","HostStarMassSlrMass","HostStarRadiusSlrRad","HostStarMetallicity","HostStarTempK","HostStarAgeGyr","ListsPlanetIsOn","Probability_of_life"
"Kepler-982 b",0,-11.7487034853305,0.201,15.7738221,16.5259371730318,0.565042957470095,-112.642168989043,309.711379943486,-79.0819878259053,69.0899426436778,147.170160855334,1.52278736499718,"transit",2016,"16/05/10","19 13 40","+46 35 26",396.620225015454,1.16,1.29,0.05,6139,11.4103892750845,"Confirmed planets",0
"Kepler-983 b",0,10.1043253866487,0.211,60.0855082,21.8572784432406,0.375538637880638,211.269151549505,204.058987671336,167.517242108186,71.5739403878526,1185.19634515989,1.56385586441659,"transit",2016,"16/05/10","19 00 25","+45 00 29",1817.09325894893,1.13,1.08,0.12,6052,-0.830462376447674,"Confirmed planets",0
"Kepler-984 b",0,0.437104028940527,0.189,43.0342272,15.5961212079065,0.45529741608714,68.4295238750063,246.751925280867,142.569267319205,89.1237773862999,1193.96971062346,1.21006953692703,"transit",2016,"16/05/10","19 47 50","+46 23 39",398.771591311712,0.96,0.93,0.04,5610,-0.829566482032076,"Confirmed planets",0
"Kepler-985 b",0,-0.286804974932233,0.266,116.331901,-37.000756071116,-0.307177715953939,34.9403404958203,217.275852070941,74.8646150253521,98.3738434351614,399.267322045731,1.08740603693599,"transit",2016,"16/05/10","19 20 35","+44 02 60",623.605071264229,0.91,0.85,0,5434,3.09416559220139,"Confirmed planets",0
"Kepler-986 b",0,7.40780370093196,0.211,56.4349938,32.8552880311023,0.3451052407227,110.366667900553,55.5751517236108,174.529459059934,42.8340266679005,490.933807197346,-0.185292403408259,"transit",2016,"16/05/10","19 32 23","+42 53 47",1775.08542734134,0.96,0.98,0.04,5642,0.835162465739595,"Confirmed planets",0
"Kepler-987 b",0,-9.37794811496289,0.291,105.3033148,12.8576585347506,-0.0271778764658691,301.261153446438,66.4602438843089,209.605727709765,64.9769509016334,1074.17041357704,1.99886601944334,"transit",2016,"16/05/10","19 17 39","+46 07 51",61.1576555151726,0.97,0.91,0.01,5637,6.6286198475822,"Confirmed planets",0
"Kepler-988 b",0,29.7652479490566,0.185,17.76080053,36.6116212959883,0.606027944264017,142.264229089501,318.888137233752,119.824275102015,58.4104046468746,1978.84652834682,0.788096791085738,"transit",2016,"16/05/10","19 22 50","+42 14 14",-145.08070075308,0.55,0.53,-0.32,4005,13.7039231041898,"Confirmed planets",0
"Kepler-989 b",0,25.1746466237172,0.197,7.96431535,0.167894750646372,0.393046346133893,81.0847962163447,136.477284403543,93.7209921117482,85.8834570763308,904.826415298906,0.682489390435807,"transit",2016,"16/05/10","18 46 20","+47 14 01",1283.90551077307,0.82,0.78,0.01,5074,8.4033888737693,"Confirmed planets",0
"Kepler-99 b",0,0.019346,0.134873,4.60358,-12.6670802589395,-0.0711348471238832,45.2573402176372,75.7174291508999,237.009725877983,86.7413648025938,160.618042065213,2.51169630809872,"transit",2014,"14/02/24","19 49 25","+41 18 00",221.3,0.79,0.73,0.18,4782,1.47,"Confirmed planets",0
"Kepler-990 b",0,22.587502429842,0.232,9.91723428,26.2850719601771,0.225424865227777,165.073440355796,160.725243662206,118.559584531133,80.1446330857489,1421.23671110746,2.42802776864759,"transit",2016,"16/05/10","19 51 45","+46 52 53",1784.26318290889,1.05,1.08,0.01,5948,8.81082034862192,"Confirmed planets",0
"Kepler-990 c",0,-12.3998648647389,0.136,0.53835431,-22.6357666090578,-0.26678793777837,46.9546854306341,271.396277273722,-24.8688064709821,64.8695058256326,703.027924847391,0.453356516763676,"transit",2016,"16/05/10","19 51 45","+46 52 53",1044.71566790708,1.05,1.08,0.01,5948,9.29069737218988,"Confirmed planets",0
"Kepler-991 b",0,0.0954396412744032,0.227,82.5342519,-2.49935509359953,0.0229529386203897,208.230586544086,6.46772466613533,83.8810459614342,59.3520120488906,-66.846435886896,1.07486126822423,"transit",2016,"16/05/10","19 48 22","+49 37 36",281.375154788381,0.64,0.61,-0.25,4392,9.8302605156687,"Confirmed planets",1
"Kepler-992 b",0,6.1779789917834,0.145,20.16034462,-20.3108028124985,-0.107630159231737,168.330680005622,290.988603034167,103.566988660227,104.229875020305,835.366739363693,1.40040354434623,"transit",2016,"16/05/10","18 57 43","+47 38 30",984.466911611092,0.8,0.74,-0.04,4944,5.73237581957423,"Confirmed planets",0
"Kepler-993 b",0,7.18438261314673,0.265,22.08557563,-17.894313808261,-0.376033399995987,223.467947342112,297.641601113394,202.662588873284,100.191605671519,1412.65419697066,0.844706743615746,"transit",2016,"16/05/10","19 30 27","+44 23 41",38.2429046407364,0.57,0.54,0.03,3843,10.9200756653922,"Confirmed planets",0
"Kepler-994 b",0,-19.7858802824473,0.143,1.15116651,36.9417000351204,0.756643989793452,116.299801416008,112.834341053029,236.592073429272,71.1771819472558,-262.87543057912,2.33184529620139,"transit",2016,"16/05/10","19 16 17","+47 24 25",-232.502013554839,0.56,0.54,-0.13,3934,-2.22854070151446,"Confirmed planets",0
"Kepler-995 b",0,6.34350896148406,0.241,28.26731672,-44.1981112918309,-0.485071272014358,97.5292285262612,128.182189945725,158.513140994513,73.6271629465892,598.282649323877,1.19313012402145,"transit",2016,"16/05/10","18 58 28","+39 07 52",323.033014146789,0.83,0.8,-0.07,5206,2.94072520145925,"Confirmed planets",0
"Kepler-996 b",0,-5.01448842672001,0.177,3.77059058,-13.460844951067,0.422647373030739,-75.5140795155571,259.652270692787,-3.2806960349135,116.091809283327,-320.151623273457,0.753825116858086,"transit",2016,"16/05/10","19 27 39","+41 32 01",-236.625774984733,1.09,1.14,0.03,6014,9.03385088819762,"Confirmed planets",0
"Kepler-997 b",0,3.74079485748379,0.121,2.70730672,16.1569416885877,0.344836887010161,185.976849187482,171.528031684186,100.777208482434,91.3742713879224,128.139429617559,1.90473848236897,"transit",2016,"16/05/10","19 16 56","+49 56 20",1119.81780734485,1.22,1.56,0.05,6150,7.85049783075259,"Confirmed planets",0
"Kepler-998 b",0,-3.20825485413084,0.207,5.65377733,-14.9469443740924,-0.0422465825221782,90.8363062364204,201.985998433901,95.3885999019827,80.0136958550227,566.221484813128,2.25472844722371,"transit",2016,"16/05/10","19 47 01","+49 12 31",612.423832741499,1.12,1.18,0.07,6058,4.62878617719288,"Confirmed planets",0
"Kepler-999 b",0,9.85806542966405,0.209,5.99185702,11.5428143293534,0.184062729502128,67.1760176776096,321.263519057785,100.748138780983,98.7285923982659,1152.81445504416,3.01731211229217,"transit",2016,"16/05/10","19 58 39","+46 11 54",684.128601006639,1.29,1.65,0.05,6237,3.89770463085338,"Confirmed planets",0
"KIC 10001893 b",0,18.340329044879,-3.35668622830691,0.2197,0.005,0.185420947829275,-80.2524676213966,346.439226895176,-615.922696033447,128.2115260341,3150.25116848357,-0.176130253960887,"imaging",2014,"15/01/26","19 09 33.405","+46 59 04.16",15648.830927462,0.47,0.24,-0.39280381565551,27500,1.18057300307824,"Controversial",0
"KIC 10001893 c",0,18.367762367402,-2.43226121915475,0.3253,0.007,-0.00210892013828826,-294.78150835822,594.820537285949,-973.224365357768,160.203010646521,4361.55486792165,1.05963949003815,"imaging",2014,"15/01/26","19 09 33.405","+46 59 04.16",16594.8663839424,0.47,0.24,-0.662654930809224,27500,2.69204105831286,"Controversial",0
"KIC 10001893 d",0,26.0033713156033,-3.0024790664499,0.8116,0.01,0.223810401562947,-180.324361784933,562.343109385012,-809.313602954063,155.63420057596,3896.39919979387,2.3157912245182,"imaging",2014,"15/01/26","19 09 33.405","+46 59 04.16",16106.1478314698,0.47,0.24,-0.670570337252542,27500,0.76062403296183,"Controversial",0
"KIC 10024862 b",0,-5.31509542652848,0.49,567.0445,9.73287585794149,0.197449613031816,280.328352160339,2.45623872768797,158.812510640277,89.868,334.946293787559,0.726013951776199,"transit",2015,"16/05/23","19 47 13","+46 56 04",1828.36289587543,1.07,1.11,0.07,6616,-5.91146639986399,"Confirmed planets",1
"KIC 10525077 b",0,11.0482704519629,0.491,854.083,17.6506214924342,0.611415752861402,322.797171731209,9.61086529530635,36.527317582948,89.861,852.729541052748,1.59947801907709,"transit",2015,"16/01/09","19 09 30.737","+47 46 16.28",136.872628860082,1.01,1.01,-0.04,6091,16.2649325374591,"Confirmed planets",1
"KIC 10905746 b",0,-8.89760481234165,0.237,9.8844,0.0751,0.113801740873579,154.614062425552,113.515748156976,102.910467620913,88.42,399.188724261601,2.14981654548817,"transit",2011,"11/9/2022","18 54 31","+48 23 28",-130.504208093773,0.578,0.548,-0.23,4327.86341159762,11.2176648392852,"Confirmed planets",0
"KIC 3558849 b",0,-5.09755906319563,0.616,1322.3,22.6932149223037,0.339977396753652,151.637327133778,449.101592826244,-127.001614894164,89.973,1714.73476178105,2.73422390209344,"transit",2015,"16/01/09","19 39 47.962","+38 36 18.68",1632.01993806756,0.98,1.005,-0.42,6175,2.45083931901723,"Confirmed planets",0
"KIC 5437945 b",0,-9.7349765541988,0.571,440.7813,9.09349924247405,0.391109208349913,-74.4898879565424,95.4529881534227,-52.7775766904318,89.904,-27.6012619710085,0.221536682910966,"transit",2015,"16/01/09","19 13 53.962","+40 39 04.90",-1096.70283573451,1.07,1.24,-0.38,6340,3.37310189804925,"Confirmed planets",1
"KIC 5951458 b",0,14.4610674454762,0.589,1320.1,-4.20422807964719,0.0383673718772014,95.1597369127785,377.871513871154,-120.522321507791,89.799,1630.37462217878,0.794450905740126,"transit",2015,"16/01/09","19 15 57.979","+41 13 22.91",1866.11275301851,0.98,1.52,-0.5,6258,2.00834357163523,"Confirmed planets",0
"KIC 6185331 b",0,12.8923533035464,0.72,49.76971,0.2672,0.0931324577164915,167.093857072897,132.238014674788,134.545655799449,89.2,1456.65248175107,1.61091551606506,"transit",2011,"11/9/2022","18 57 06","+41 32 06",164.980962101437,1.027,1.27,0.11,6615.48676075936,8.03240912595453,"Confirmed planets",0
"KIC 6436029 b",0,9.62367702590102,0.274,505.45,1.15,0,372.270867708493,-105.107824415158,332.699747303375,89.94,1.53258114094911,2.23388632029749,"transit",2013,"16/04/28","19 18 09","+41 53 34",634.643493907028,0.83,0.83,0.42,4817,7.33797324131316,"Confirmed planets",1
"KIC 7917485 b",0,11.8,0.378275603424086,840,2.03,0.15,117.309106590069,107.376909475698,-23.9245767862621,89.5394165348466,258.851516527229,-0.313572238941124,"",2016,"16/08/11","19 57 44","+43 37 57",1649.32725389978,1.63,2.7665396160372,-0.02,7067,4.49941965620501,"Confirmed planets",1
"KIC 8012732 b",0,3.33689317700828,0.87,431.4681,-14.6982476977563,0.444404238251165,116.61404286468,317.453553965146,-39.2920016843502,89.741,1032.7943440149,1.62768816345376,"transit",2015,"16/05/23","18 58 55","+43 51 51",976.718285265425,0.92,1.22,0.2,6221,4.47788962658505,"Confirmed planets",1
"KIC 8435766 b",0,0.005882,0.109356,0.35500744,-11.7258426551329,0.112404376464888,247.003412142377,93.9891608115212,201.367792981255,75.2,337.119329166802,2.31373796842714,"transit",2013,"15/01/27","19 34 57.989","+44 26 54.28",418.705546353057,0.83,0.74,-0.08,5121,0.625,"Confirmed planets",0
"KIC 8540376 b",0,17.7867998386864,0.366,31.8099,45.021534307389,0.683018852171091,21.311589661059,120.499252283607,119.621232367332,89.3,1063.29416674862,1.28631370648865,"transit",2015,"16/01/09","18 49 30.607","+44 41 40.52",305.829928265392,1.035,1.26,-0.16,6474,4.35068303109339,"Confirmed planets",0
"KIC 8540376 c",0,11.8707049747153,0.214,75.2,-13.7877155360917,0.441747098783588,289.953202183619,322.265306441629,13.6120068715342,89.701,1269.34733430738,1.36456637753092,"transit",2015,"16/01/09","18 49 30.607","+44 41 40.52",663.57895677985,1.035,1.26,-0.16,6474,8.43775896689823,"Confirmed planets",0
"KIC 9413313 b",0,16.8523776539448,0.635579575833498,7906.22178526963,3.83772683261694,0.395063717676761,201.330296416371,96.3960945222447,26.1394320361415,91.3113499174261,932.016023149967,0.561588504446882,"transit",2015,"16/05/23","19 41 40","+45 54 13",197.310629586177,0.95,1.45,0.02,5359,12.3020561232814,"Confirmed planets",1
"KIC 9632895 b",1,0.019503,0.561818,240.503,0.7877,0.0379,-178.59,254.25408461501,2.138,89.4338,-9.96312869764643,1.05460732169691,"transit",2014,"14/09/08","18 52 58","+46 22 42",500,1.21165278738228,3.21912733475039,-0.021397411110962,5348.98772976602,7.40548532527,"Confirmed planets, Planets in binary systems, P-type",0
"KIC 9663113 b",0,12.3566158759597,0.41,572.3847,-28.4449282425276,0.0643149207678962,47.6516461382988,378.572231413429,-169.92513530355,89.768,1096.33040887796,2.56406793906013,"transit",2015,"16/01/09","19 48 10.901","+46 19 43.32",1344.72575627333,0.975,1.03,-0.28,6065,2.74087211294287,"Confirmed planets",1
"KMT-2015-1 b",0,2.2,-1.51908121092148,-1508.18347463668,14.3868409737095,-0.0744618721890645,-249.928865439634,389.458467444638,-227.02595251738,69.7715388838966,741.495467149177,0.979358689174833,"microlensing",2015,"15/07/22","17 58 39.01","-28 01 54.1",8200,0.18,-2.67337715807931,0.0621828462070053,7904.49674651768,7.58431424066353,"Confirmed planets",0
"KOI-115.03",0,-7.05948234236636,0.0023,3.43632,2.3748667713307,0.370493966704213,162.06918477115,178.863834740383,200.84116859753,88.81,262.502592668785,1.44720641031787,"transit",2013,"16/01/13","19 11 32","+46 16 34",488.45,1.18,1.16,0.0574569213491053,5873,-8.06038104807965,"Controversial",0
"KOI-1194 b",0,-2.59101224369748,0.108,4.176,0.0446,0.0473110647847823,58.4193078848014,209.246313573014,59.505091557325,107.95337566206,379.810763600189,0.182049384573786,"transit",2014,"15/03/18","19 35 13.07","+38 38 20.9",1802.6743007726,0.674,0.643,-0.0112853318789895,4523,6.20139396099766,"Confirmed planets",0
"KOI-1194 c",0,-23.9178560013971,0.234,8.708,0.0727,0.135360510623306,130.683513054113,288.520434238202,38.1189301390123,112.65714967273,462.335068459436,1.31183848376191,"transit",2014,"15/03/18","19 35 13.07","+38 38 20.9",1897.76425310698,0.674,0.643,0.0183541161111538,4523,0.638857553483273,"Confirmed planets",0
"KOI-1194.02",0,1.44949949538958,0.184,14.8622932,0.1038,-0.0876149167026282,125.040901304072,102.415383837402,292.449457008845,68.604966132254,433.935276102469,0.932894541213414,"transit",2014,"15/03/18","19 35 13.07","+38 38 20.9",1014.46687720288,0.674,0.643,0.47260388564853,4523,7.06955296584011,"Kepler Objects of Interest",0
"KOI-12 b",0,0.69793956336135,1.44,17.8552332,0.151,0.089613441970878,71.046913092033,149.901753953767,5.75304620452374,88.9,1032.80573196289,2.71022788612713,"transit",2015,"15/05/03","19 49 48.90","+41 00 39.56",426,1.452,1.63,0.09,6820,1.5,"Confirmed planets",0
"KOI-1257 b",2,1.45,0.94,86.647661,0.382,0.772,141.3,149.589156989283,61.0934669453727,89.66,511,3.54757771352372,"transit",2014,"14/06/25","19 24 54","+44 55 38",900,0.99,1.13,0.27,5520,9.3,"Confirmed planets, Planets in binary systems, S-type",0
"KOI-1299 b",2,4.87,1.12,52.50097,0.3034,0.535,174.97807169253,363.884454432807,16.2790918591361,88.9,535.788778575038,1.63622003444793,"transit",2014,"14/10/14","19 33 07.73","+48 17 09.2",870,1.353,4.16,-0.07,4850,3.5,"Confirmed planets, Planets in binary systems, S-type",0
"KOI-1299 c",2,2.43,1.26557270716302,406.2,52.2762219999072,0.498,60.8,349.253455899329,42.6032093473231,92.4065413702783,1166.36148099161,2.99174158670328,"RV",2014,"15/02/03","19 33 07.73","+48 17 09.2",870,1.353,4.16,-0.07,4850,3.5,"Controversial, Planets in binary systems, S-type",0
"KOI-135 b",0,3.23,1.22,3.02409309,0.0444,0.017,52,385.734622325107,-12.2572040777269,84.57,1380.98486277287,1.58903149710507,"transit",2011,"15/12/03","19 00 58","+46 40 06",1950,1.27,1.38,0.4,6050,2.3,"Confirmed planets",0
"KOI-142 b",0,0.0055264,0.37647,10.9542,0.098,0.0561,90.7,6.425,270,0.931,791,1.6594985814246,"transit",2013,"13/04/17","19 24 35","+40 40 09",385,1.022,0.961,0.37,5513,2.45,"Confirmed planets",0
"KOI-142 c",0,0.76,0.311750205940626,22.1,0.1529,0.05628,271.1,253,259,3.7,1540.27903713199,2.92882637433962,"timing",2013,"13/04/17","19 24 35","+40 40 09",385,1.022,0.961,0.37,5513,2.45,"Confirmed planets",0
"KOI-1474 b",0,2.5,0.964,69.7546,0.37,0.833,95.2,438.930081094455,0,88.95,1442.48402013569,0.507604100242937,"transit",2015,"15/03/18","19 41 40.30","+51 11 05.2",219.668669421961,1.39,1.75,0.14,6370,-5.33960789928879,"Confirmed planets",0
"KOI-1576.03",0,5.33465579575608,0.14854,23.34032,0.152,0.183143824063153,109.888023714768,215.49097309992,128.994368840401,94.332866155842,640,-0.452434416963321,"transit",2014,"14/02/25","19 51 10","+40 25 03",705.48,0.78,1.03,0.228252456193224,5577,13.5,"Kepler Objects of Interest",0
"KOI-1612.01",0,8.36865099324018,0.073,2.46502,-0.248497757877225,0.179463029082784,-118.205792170417,335.026072432577,-96.9884026281951,90.1153393927282,451.503497794769,1.28512586262541,"transit",2014,"14/01/16","18 59 08.6","+48 25 23",1238.21604061769,1.08,1.23,-0.2,6104,8.70132225996301,"Confirmed planets",0
"KOI-1781 b",0,0.264461089595921,0.168,3.00516,0.038,0,17.8670161142923,182.395824203723,109.397957693297,88.27,735.5705636913,1.1065401097965,"transit",2013,"14/01/06","19 10 25.34","+49 31 23.7",273.734819219368,0.83,0.79,0.136727960620216,4974,12.1200441150423,"Confirmed planets",0
"KOI-1781.01",0,12.5058824708623,0.289,7.83445,0.073,0,-50.4357086552312,198.130157667069,63.1634280939346,89.03,-143.786472338459,2.44688883405841,"transit",2013,"14/01/06","19 10 25.34","+49 31 23.7",892.597995573064,0.83,0.79,-0.248736717356314,4974,5.64173145687367,"Controversial",0
"KOI-1781.03",0,4.6690239141389,0.233,58.02125,0.276,0,102.094490459804,205.768039597383,169.02484829424,89.63,528.943253924217,2.58661577761948,"transit",2013,"14/01/06","19 10 25.34","+49 31 23.7",-331.13945142617,0.83,0.79,-0.104347056278719,4974,4.67873689018568,"Controversial",0
"KOI-179.01",0,3.70383834915329,0.2935,20.74028413,-28.1118625900278,-0.206066530025928,67.8446436792787,238.433048833446,-21.0193270031033,88.81,738.112079873491,1.51900179211146,"transit",2014,"16/01/09","19 48 10.901","+46 19 43.32",821.749813329868,0.975,1.03,-0.28,6065,7.29141090002715,"Controversial",0
"KOI-183 b",0,0.595,1.192,2.6843285,0.03585,0.019,120.26,271.928775914686,-56.534541429962,87.828,1605,2.52272884740106,"transit",2014,"14/09/30","19 31 25","+46 23 28",725,0.85,0.95,-0.1,5560,11,"Confirmed planets",0
"KOI-1843.01",0,6.88155809840604,0.114,4.194525,0.039,-0.00104528983756577,193.741738698753,126.133727294982,224.454521695451,89.38,586.548653330658,1.42664807768676,"transit",2016.36144315119,"","19 00 03.14","+40 13 14.7",184.35727979189,0.46,0.45,0,3584,11.120465073871,"Controversial",0
"KOI-1843.02",0,-17.1558444359652,0.071,6.356006,0.052,0.017338914161915,38.5660330044485,391.100169656852,97.9629580638221,88.24,682.082492577892,2.1424065405754,"transit",2028.49940330945,"","19 00 03.14","+40 13 14.7",1853.40058514078,0.46,0.45,0,3584,-1.12420453248293,"Controversial",0
"KOI-1843.03",0,0.0014,0.054,0.1768913,0.0048,0.247022470077484,28.3233107224965,247.665381390784,126.513897799833,72,216.102928029742,1.74522095275107,"transit",2012,"13/07/15","19 00 03.14","+40 13 14.7",577.186716370023,0.46,0.45,0,3584,5.52781338159745,"Controversial",0
"KOI-1860 b",0,1.57110679109388,0.221,6.319,0.0458,0.154531573175496,115.745801458876,329.097631192906,-2.96467915188252,89.9698020765782,988.440451242271,0.607291440264426,"transit",2014,"15/03/18","19 26 13.67","+39 13 38.2",1273.93929860703,0.999,1.075,0.0161533999938872,5918.36250613627,10.2592391871708,"Confirmed planets",0
"KOI-1860 c",0,0.990097524236763,0.227,12.209,0.1038,0.365861706606726,239.673289664242,140.425960996522,310.718216794955,96.1952896825979,665.682672269723,2.32225405378663,"transit",2014,"15/03/18","19 26 13.67","+39 13 38.2",-838.941800847116,0.999,1.075,0.23805441683594,5345.02031928834,1.00397708896021,"Confirmed planets",0
"KOI-1860.03",0,-2.72162989942413,0.15,3.076452083,0.0414,0.0676325838267908,303.645526895095,261.639958245484,212.100853000274,74.6423118458002,978.540386865888,1.44593986397244,"transit",2014,"15/03/18","19 26 13.67","+39 13 38.2",-166.787108856473,0.999,1.075,0.121872528413828,5598.25908181922,5.44222778970703,"Kepler Objects of Interest",0
"KOI-1860.04",0,16.4318365136188,0.131,24.8435099,0.1667,0.286530315203726,51.0963027611485,241.216742645552,49.3037381123595,67.2833547826147,616.095745739845,1.53445725818895,"transit",2014,"15/03/18","19 26 13.67","+39 13 38.2",1572.78039482681,0.999,1.075,-0.167743352120003,6296.15966938871,2.06434327931258,"Kepler Objects of Interest",0
"KOI-1873.01",0,0.10286,0.4921,71.312,-24.5528238756486,-0.0143283152849427,105.133978158847,344.41326265732,5.12997708225468,95.2033180723089,1309.58076981044,1.3148980943217,"transit",2013,"13/09/13","19 43 14","+40 00 30",1680.75,0.98,0.97,0.113491359361653,6134,0.3,"Confirmed planets",0
"KOI-1873.02",0,0.07046,0.2096,34.921,-8.62840956255341,-0.0367354969458684,283.164368343704,384.575520097833,19.222705830493,114.463347415066,1344.62323383673,1.06541570900511,"transit",2013,"13/09/13","19 43 14","+40 00 30",1680.75,0.98,0.97,-0.241073036529105,6134,0.3,"Confirmed planets",0
"KOI-188 b",0,0.25,0.978,3.79701816,0.0464,-0.235346726552444,198.97704788707,47.6269780973101,212.860512925763,87.02,1070,1.79422234291552,"transit",2014,"14/10/02","19 21 26","+40 34 04",650,0.93,0.86,0.24,5170,5,"Confirmed planets",0
"KOI-1894.01",0,0.18,0.66,5.28789787,0.067,0,41.5385375044739,197.624144358476,-20.7556731747369,80.4,20.2591567963103,2.6557096070721,"transit",2015,"15/01/27","19 49 26.232","+49 47 51.18",1669.3540544991,1.41,3.79,-0.0797103067425257,4992,7.09440232122838,"Controversial",0
"KOI-192 b",0,0.29,1.23,10.290994,0.091,-0.0586143432226853,72.0704425358804,148.727190291623,-36.7460644635583,89.5,1100,-0.00105307640485197,"transit",2014,"14/10/02","19 13 01","+43 42 18",1100,0.96,1.35,-0.19,5800,7,"Confirmed planets",0
"KOI-195 b",0,0.34,1.09,3.21751883,0.0414,0.0231585676073198,100.408485728024,228.853474432119,-9.81186263328848,85.74,1300,2.22286440599309,"transit",2014,"14/10/02","19 17 44","+49 28 24",880,0.91,0.92,-0.21,5725,3,"Confirmed planets",0
"KOI-201.01",0,-5.96010588179603,0.82,4.225384512,-6.49830949685773,0.0190900456053362,158.344404975247,131.900451957702,165.391098080908,47.6060140392421,1162.11043336029,1.52383535367935,"transit",2015,"15/12/03","19 08 31.338","+42 21 00.56",495.398152983828,1.07,1.05,0.48,5649,7.67821831280907,"Confirmed planets",0
"KOI-206 b",0,2.82,1.45,5.33408384,0.0679,-0.00296001366345919,93.1169048737969,480.807893682639,-151.574613483182,115.863951121402,1776,1.9040130557612,"transit",2012,"15/01/07","19 50 22.476","+40 58 38.17",1870,1.46,2.26,0.06,6340,4.97438444110792,"Confirmed planets",0
"KOI-2113 b",0,-10.332164052028,0.206,12.331,0.1006,-0.0329763241104341,209.95255874684,76.054311928532,316.340993065856,90.2933122833718,379.037440487926,-0.551999540913856,"transit",2014,"15/03/18","19 35 17.83","+42 46 46.9",-1623.556559052,0.897,0.806,0.0921265622956544,5376,3.26008974215526,"Confirmed planets",0
"KOI-2113 c",0,7.67204194560608,0.241,15.943,0.1194,0.118166338258778,527.52195667942,39.8195337270625,380.070750411391,34.9422946372829,1789.67834902856,0.183136343644057,"transit",2014,"15/03/18","19 35 17.83","+42 46 46.9",-124.733804318372,0.897,0.806,0.13657535301985,5376,1.96099497855118,"Confirmed planets",0
"KOI-2672.01",0,-2.328424808595,0.482991,88.51658,0.369,0.47741470651437,-13.721335946533,344.227545184543,31.0017111042859,109.083559094718,413,0.463648067655953,"transit",2013,"13/08/06","19 44 31","+48 58 39",263.4,0.95,1.04,0.0878303152272865,5565,4.04418557653659,"Confirmed planets",0
"KOI-2672.02",0,7.69312458876738,0.318956,42.99066,0.228,0.302284822275308,119.749431769095,189.170238036295,138.884921363131,79.1421779213737,525,1.51439585048975,"transit",2013,"13/08/06","19 44 31","+48 58 39",263.4,0.95,1.04,0.113126596007752,5565,6.54207566298388,"Confirmed planets",0
"KOI-285 b",0,12.8448235028699,0.326,13.748933,0.118,0.17,138.72626177895,351.412498360578,24.8522873697646,91.5181958222946,934,0.260526167280834,"transit",2013,"15/06/09","19 16 21","+41 33 47",367.56,1.209,1.719,-0.240602885211692,5883,5.2,"Confirmed planets",0
"KOI-285 c",0,-5.19577945266629,0.219,26.72311,0.184,0.04,167.931610132438,268.759606577244,63.5469746630928,75.1717335233801,748,3.07052448693167,"transit",2013,"15/06/09","19 16 21","+41 33 47",367.56,1.209,1.719,-0.107050054779447,5883,5.2,"Confirmed planets",0
"KOI-285 d",0,-22.0363580930312,0.1844,49.3568,0.278,0.07,190.63006553124,266.895051465318,97.837370226811,80.5865079793204,608,1.44749450315571,"transit",2014,"15/06/09","19 16 21","+41 33 47",367.56,1.209,1.719,0.131110769180655,5883,5.2,"Confirmed planets",0
"KOI-2939 b",1,1.52,1.05932,1107.5923,2.7205,0.0581,155.0464,427.019744018369,-2.0393,90.0972,1629.65088005626,1.86746265248478,"transit",2015,"16/01/09","19 52 36.02","+40 39 22.2",1898.29015646691,0.883729875015665,3.15445341721998,-0.28908162588173,4914.45552780868,-1.0378325362051,"Confirmed planets, Planets in binary systems, P-type",0
"KOI-314 b",0,0.006197,0.109083,13.7813,0.091,0.05,72,230.970056220399,98.8651483457112,85.8547136542315,446,0.356547516371041,"transit",2014,"15/07/14","19 21 31","+43 17 34",114.07,0.521,0.442,-0.28,3841,7.217715182619,"Confirmed planets",0
"KOI-314 c",0,0.002013,0.11045,23.0881,0.128,0.083801183738981,170,180.076009442408,133.399121312815,80.064092324289,376,1.23328814575144,"transit",2014,"15/07/14","19 21 31","+43 17 34",114.07,0.521,0.442,-0.28,3841,7.16336334907466,"Confirmed planets",0
"KOI-341 b",0,-5.28275260586225,0.153,4.7,0.0529,0.0937403387827836,177.348994014333,199.682153419946,107.030530784775,85.8700409081606,593.419605872943,2.01487740489606,"transit",2014,"15/03/18","19 51 50.78","+48 14 39.7",1445.68077085277,0.892,0.946,0.010020768260068,5523,1.46231499189512,"Confirmed planets",0
"KOI-341 c",0,9.7877588849152,0.268,7.171,0.0701,0.225487099533113,43.7336458470126,220.335611808406,108.128760005398,84.8810701574785,224.562956045522,3.26366306546732,"transit",2014,"15/03/18","19 51 50.78","+48 14 39.7",1244.65839185473,0.892,0.946,0.0174108493527117,5523,1.47981460405428,"Confirmed planets",0
"KOI-368.01",0,6.58137764210914,2.1,110.321611,0.6,0.07,352.18805044149,447.337149781332,-110.747466510674,89.215,3060,2.43611526655116,"transit",2013,"13/07/10","19 23 25","+42 05 12",1200,2.3,2.5,0.4,9257,0.25,"Controversial",0
"KOI-3680.01",0,2.2,0.95,141.2416467,16.5336396889085,0.416129199108097,162.490103327187,150.067131901008,81.8971811562679,53.3418111140441,820.401701615668,-0.328086543707012,"transit",2015,"15/12/03","19 33 07.574","+45 18 34.81",880.975436514652,1,0.91,-0.12,5926,1.33647226750304,"Confirmed planets",0
